merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_raw,ticket_size_negative_flag,ticket_size_missing_flag,mcc_missing_flag,settlement_account_missing_flag,onboarding_date_missing_flag,merchant_suspended_flag,merchant_blocked_flag
MCH8060,"Bal, Garde and Puri",5699,Apparel,PRIVATE_LIMITED,kolkata,West Bengal,2024-12-06 00:00:00,XXXX9739,ACTIVE,1604.68,MCH8060,0,0,0,0,0,0,0
MCH5775,SRINIVAS LTD,5311,Department Store,INDIVIDUAL,kolkata,West Bengal,2025-11-01 10:50:11,AIEV2153769743983,ACTIVE,7152.05,MCH-5775,0,0,0,0,0,0,0
MCH7093,Pai-Pau,7011,Hotel,individual,MUMBAI,Maharashtra,2025-03-19 11:49:49,,SUSPENDED,1636.89,MCH7093,0,0,0,1,0,1,0
MCH1995,"Mand, Halder and Rajagopalan",5942,Books,PARTNERSHIP,Jaipur,Rajasthan,2024-04-04 00:00:00,COIS3057851068966,INACTIVE,158.78,MCH1995,0,0,0,0,0,0,0
MCH9882,Joshi PLC,4814,Mobile Recharge,sole_proprietor,JPR,Rajasthan,,,ACTIVE,320.23,mch9882,0,0,0,1,1,0,0
MCH4948,Dass-Dhaliwal,5812,Restaurants,Partnership,Jalandhar,Punjab,2024-06-25 00:00:00,XXXX1800,ACTIVE,-1356.31,MCH4948,1,0,0,0,0,0,0
MCH3207,"Gala, Khatri and Khalsa",5912,chemist,partnership,amritsar,Punjab,2024-04-23 00:00:00,7398854821,ACTIVE,929.51,MCH3207,0,0,0,0,0,0,0
MCH4713,Sura-Boase,,Clothing,sole_proprietor,amritsar,Punjab,2023-04-12 00:00:00,,ACTIVE,1694.6,MCH4713,0,0,1,1,0,0,0
MCH3535,Kaur LLC,7011,Hotels,individual,ludhiana,Punjab,2023-04-22 12:53:03,XXXX4614,ACTIVE,438.79,MCH3535,0,0,0,0,0,0,0
MCH9601,JOSHI-CHAUHAN,4131,Bus/Taxi,PRIVATE_LIMITED,Bangalore,Karnataka,2023-10-05 00:00:00,GXDF2258830455225,ACTIVE,1949.42,mch9601,0,0,0,0,0,0,0
MCH1833,"Bhatnagar, Bhavsar and Iyengar",4131,Transportation,Partnership,Bombay,Maharashtra,2023-06-24 00:00:00,XXXX4268,ACTIVE,2843.21,MCH1833,0,0,0,0,0,0,0
MCH5444,PRADHAN-NAIR,5999,Other,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,2024-07-27 00:00:00,7036093641,ACTIVE,0.372,MCH 5444,0,0,0,0,0,0,0
MCH3846,Khanna-Badal,5311,Retail,Private Limited,delhi,Delhi,2025-04-18 21:01:00,9124984839,ACTIVE,3521.78,MCH-3846,0,0,0,0,0,0,0
MCH5881,Sengupta-Bhat,,Pharmacy,sole_proprietor,Kolkata,West Bengal,2025-12-16 22:30:53,XXXX8685,ACTIVE,1381.95,MCH-5881,0,0,1,0,0,0,0
MCH5113,Mani-Buch,5699,CLOTHS,partnership,pune,Maharashtra,2025-04-11 22:11:00,XXXX7200,ACTIVE,2132.66,MCH5113,0,0,0,0,0,0,0
MCH9393,SUBRAMANIAN LLC,0110,Hotel,INDIVIDUAL,Bangalore,Karnataka,2025-01-10 00:00:00,CNXK7674132644684,ACTIVE,1268.96,mch9393,0,0,0,0,0,0,0
MCH5538,Barad-Nigam,,Telecom,Partnership,pune,Maharashtra,2025-01-10 00:00:00,,ACTIVE,2223.97,MCH5538,0,0,1,1,0,0,0
MCH5588,Divan-Yohannan,4131,transprt,individual,HYDERABAD,Telangana,,,ACTIVE,0.203,MCH5588,0,0,0,1,1,0,0
MCH5383,ray-dara,0110,Hospitality,PRIVATE_LIMITED,Dilli,Delhi,2025-04-11 00:00:00,8306637821,ACTIVE,0.2541,MCH5383,0,0,0,0,0,0,0
MCH5271,Choudhary-Chaudhry,5812,FOOD_SERVICES,PARTNERSHIP,LDH,Punjab,2025-11-30 00:00:00,1480455412,ACTIVE,-605.6,MCH5271,1,0,0,0,0,0,0
MCH1089,"Mann, Edwin and Misra",5411,kirana,Individual,jaipur,Rajasthan,,7489263549,ACTIVE,0.678,MCH1089,0,0,0,0,1,0,0
MCH8033,Murty-Grover,,Misc Retail,PARTNERSHIP,amritsar,Punjab,2024-11-06 00:00:00,VUQA2025298324084,ACTIVE,0.2125,MCH8033,0,0,1,0,0,0,0
MCH9636,KIBE-MAGAR,5699,CLOTHS,INDIVIDUAL,Bengaluru,Karnataka,2023-08-21 09:35:55,SSYN5165458216497,ACTIVE,-1341.04,MCH-9636,1,0,0,0,0,0,0
MCH2838,"Goel, Chand and Pai",5999,Retail Other,Partnership,Poona,Maharashtra,2024-12-28 00:00:00,,ACTIVE,-1086.22,MCH2838,1,0,0,1,0,0,0
MCH2128,Ghosh-Sharaf,5812,FOOD_SERVICES,Partnership,amritsar,Punjab,2023-12-21 00:00:00,6688236722,ACTIVE,3157.17,MCH2128,0,0,0,0,0,0,0
MCH3577,"Ratta, Mane and Kapadia",8120,Restaurant,Individual,Amritsar,Punjab,,XXXX9384,ACTIVE,1820.36,MCH3577,0,0,0,0,1,0,0
MCH6578,"Varty, Mutti and Banik",,Books,Sole Proprietor,LKO,Uttar Pradesh,2025-01-21 04:22:00,,SUSPENDED,1771.19,MCH6578,0,0,1,1,0,1,0
MCH2708,"Mand, Zacharia and Vora",4131,TRAVEL,Sole Proprietor,Madras,Tamil Nadu,2026-01-20 00:00:00,XXXX2440,ACTIVE,363.56,MCH2708,0,0,0,0,0,0,0
MCH3793,"Sankar, Parsa and Shere",7011,Hospitality,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-03-30 00:00:00,3431564371,ACTIVE,6906.85,MCH-3793,0,0,0,0,0,0,0
MCH7620,narain-balasubramanian,5942,Books,Private Limited,Chennai,Tamil Nadu,2025-02-14 00:00:00,2629867303,ACTIVE,2086.1,MCH7620,0,0,0,0,0,0,0
MCH4448,Gara and Sons,5999,Miscellaneous,INDIVIDUAL,Madras,Tamil Nadu,2025-09-24 00:00:00,XXXX6028,SUSPENDED,1524.31,MCH4448,0,0,0,0,0,1,0
MCH8746,Kari Inc,5912,MEDICAL_STORE,partnership,pune,Maharashtra,2024-10-11 07:16:00,XXXX5648,ACTIVE,,MCH-8746,0,1,0,0,0,0,0
MCH3616,"Comar, Munshi and Kakar",5311,Department Stores,private_limited,ASR,Punjab,2023-07-09 00:00:00,,ACTIVE,377.75,MCH-3616,0,0,0,1,0,0,0
MCH5648,Jain-Bera,5912,chemist,Sole Proprietor,Ludhiana,Punjab,,,INACTIVE,1745.3,MCH5648,0,0,0,1,1,0,0
MCH1377,"TANEJA, DIN AND KAUL",5812,eating place,SOLE_PROPRIETOR,Dilli,Delhi,2025-10-05 09:00:44,QWQZ7332733729369,ACTIVE,767.08,MCH1377,0,0,0,0,0,0,0
MCH3155,Agarwal Ltd,5311,DEPT_STORE,PARTNERSHIP,Madras,Tamil Nadu,2023-11-23 15:28:55,,ACTIVE,1414.89,MCH 3155,0,0,0,1,0,0,0
MCH5531,"Dhingra, Sangha and Sidhu",5411,Grocery,partnership,Mumbay,Maharashtra,2025-04-25 00:00:00,0878189587,INACTIVE,-414.79,MCH5531,1,0,0,0,0,0,0
MCH8453,"Jaggi, Saxena and Ratta",5411,Grocery,partnership,amritsar,Punjab,2023-11-19 00:00:00,,ACTIVE,599.17,MCH8453,0,0,0,1,0,0,0
MCH2090,Upadhyay PLC,8120,eating place,SOLE-PROPRIETOR,Dilli,Delhi,2026-01-05 04:15:56,KZDI9850791739312,ACTIVE,439.31,MCH-2090,0,0,0,0,0,0,0
MCH3189,Kapoor-Hegde,5411,GROCERY_STORE,partnership,HYDERABAD,Telangana,2023-02-01 03:59:34,XXXX4992,ACTIVE,3153.88,MCH3189,0,0,0,0,0,0,0
MCH9957,"Chatterjee, Goda and Saraf",4814,TELECOM,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-05-10 05:24:35,XXXX6546,ACTIVE,533.81,MCH9957,0,0,0,0,0,0,0
MCH1654,More PLC,5999,Retail Other,INDIVIDUAL,bengaluru,Karnataka,2025-02-18 00:00:00,,ACTIVE,2598.19,MCH-1654,0,0,0,1,0,0,0
5606,"Hayer, Mukherjee and Kohli",5812,eating place,partnership,Kolkata,West Bengal,2023-06-16 00:00:00,,ACTIVE,0.1765,5606,0,0,0,1,0,0,0
1077,Taneja-Nagar,5411,kirana,Individual,ASR,Punjab,2026-02-27 00:00:00,QQWI6101172213624,ACTIVE,358.21,1077,0,0,0,0,0,0,0
MCH8768,"GARDE, MOHAN AND SRIDHAR",5311,DEPT_STORE,INDIVIDUAL,Calcutta,West Bengal,2024-05-12 00:00:00,,SUSPENDED,1569.36,MCH8768,0,0,0,1,0,1,0
MCH3577,"dhawan, bobal and vala",,BOOKS_STATIONERY,SOLE-PROPRIETOR,Lucknow,Uttar Pradesh,2025-01-26 18:18:18,VJHP2127047917402,ACTIVE,,MCH 3577,0,1,1,0,0,0,0
MCH1986,Vaidya-Roy,5699,Clothing,INDIVIDUAL,Bengaluru,Karnataka,2026-01-19 00:00:00,,ACTIVE,1981.5,mch1986,0,0,0,1,0,0,0
MCH7731,"Issac, Muni and Natt",,Book Store,individual,HYDERABAD,Telangana,,XXXX4637,ACTIVE,236.08,MCH7731,0,0,1,0,1,0,0
MCH8341,Jha Ltd,4814,TELECOM,private_limited,Madras,Tamil Nadu,2023-02-07 18:23:55,XXXX7449,ACTIVE,2211.95,MCH 8341,0,0,0,0,0,0,0
MCH9131,"Arya, Narang and Maharaj",7011,HOTEL_LODGING,individual,JPR,Rajasthan,2024-04-19 05:10:00,,ACTIVE,6588.75,MCH9131,0,0,0,1,0,0,0
MCH9820,"Rai, Saha and Lalla",7011,HOTEL_LODGING,INDIVIDUAL,ASR,Punjab,2024-10-13 00:00:00,,ACTIVE,0.3129,MCH9820,0,0,0,1,0,0,0
MCH7237,Reddy-Majumdar,,Restaurants,Partnership,Dilli,Delhi,2024-12-13 00:00:00,,ACTIVE,987.48,MCH7237,0,0,1,1,0,0,0
1249,"Varkey, Kulkarni and More",5311,Retail,SOLE-PROPRIETOR,BLR,Karnataka,2023-07-26 21:44:19,,ACTIVE,1049.44,1249,0,0,0,1,0,0,0
MCH8332,"Sethi, Buch and Sachdeva",0110,Hospitality,INDIVIDUAL,Hyderabad,Telangana,2025-05-04 00:00:00,,ACTIVE,1666.61,MCH 8332,0,0,0,1,0,0,0
MCH7313,Sarma LLC,4131,Transport,individual,Kolkata,West Bengal,2025-04-07 00:00:00,XXXX9480,BLOCKED,1073.87,MCH7313,0,0,0,0,0,0,1
MCH6838,Wali-Nair,5912,chemist,Private Limited,DELHI,Delhi,2023-12-11 00:00:00,3622849709,ACTIVE,1461.29,MCH6838,0,0,0,0,0,0,0
MCH8073,Prabhakar-B0ra,5942,Stationery,SOLE-PROPRIETOR,kolkata,West Bengal,2024-12-26 22:17:38,,ACTIVE,,MCH8073,0,1,0,1,0,0,0
MCH6025,Rege-Bali,4131,transportation,Individual,Bengaluru,Karnataka,2025-04-21 00:00:00,XXXX0320,SUSPENDED,2516.42,MCH6025,0,0,0,0,0,1,0
MCH7233,Arora LLC,5699,Apparel,Individual,ludhiana,Punjab,2025-10-11 00:00:00,1141889916,ACTIVE,2703.6,MCH-7233,0,0,0,0,0,0,0
MCH4551,SURA GROUP,5699,Apparel,SOLE_PROPRIETOR,jalandhar,Punjab,2023-01-06 00:00:00,XXXX0235,ACTIVE,3287.63,MCH4551,0,0,0,0,0,0,0
MCH8854,Sabharwal-Mitter,,HOTEL_LODGING,SOLE_PROPRIETOR,jaipur,Rajasthan,2023-12-01 17:23:56,,ACTIVE,1003.79,mch8854,0,0,1,1,0,0,0
MCH4322,Mane PLC,7011,Hotels,Individual,Lucknow,Uttar Pradesh,2023-10-12 00:00:00,,ACTIVE,0.1793,MCH4322,0,0,0,1,0,0,0
MCH4185,Nath-Chaudhuri,4814,TELECOM,private_limited,jaipur,Rajasthan,2024-08-14 00:00:00,EQFV9212095030396,ACTIVE,587.44,mch4185,0,0,0,0,0,0,0
MCH7121,"narasimhan, anand and gaba",5999,Other,PRIVATE_LIMITED,Pune,Maharashtra,2025-07-25 21:18:00,,ACTIVE,0.2139,MCH7121,0,0,0,1,0,0,0
MCH4349,Atwal-Sura,,BOOKS_STATIONERY,SOLE-PROPRIETOR,Pune,Maharashtra,2025-12-21 00:00:00,ZQKH6444366746348,ACTIVE,463.78,MCH4349,0,0,1,0,0,0,0
MCH8039,"Kibe,BrahmbhattandJaggi",5699,CLOTHS,sole_proprietor,pune,Maharashtra,2024-10-28 00:00:00,,ACTIVE,2282.53,MCH8039,0,0,0,1,0,0,0
MCH5641,"Kant, Raju and Sandal",5999,Miscellaneous,PARTNERSHIP,Poona,Maharashtra,2025-05-30 00:00:00,XXXX4214,INACTIVE,2474.31,MCH5641,0,0,0,0,0,0,0
MCH4863,GILL PLC,5812,Food,individual,Hyd,Telangana,2024-07-01 00:00:00,5619003847,ACTIVE,552.87,MCH4863,0,0,0,0,0,0,0
MCH7948,Sachdeva-Buch,5311,Department Stores,PARTNERSHIP,Mumbai,Maharashtra,2025-07-03 00:00:00,XXXX0532,ACTIVE,656.76,MCH7948,0,0,0,0,0,0,0
MCH2029,Bhalla-Brahmbhatt,5999,Misc Retail,sole_proprietor,Jalandar,Punjab,2023-06-20 12:29:06,,ACTIVE,276.02,MCH2029,0,0,0,1,0,0,0
MCH7746,suresh-atwal,5942,Stationery,Sole Proprietor,ASR,Punjab,2023-08-28 00:00:00,XXXX1031,INACTIVE,0.4023,MCH7746,0,0,0,0,0,0,0
MCH7233,Kamdar-Bhakta,5411,groceries,Private Limited,Calcutta,West Bengal,2024-03-08 21:38:06,,ACTIVE,,MCH7233,0,1,0,1,0,0,0
MCH2030,Singh-Banerjee,4131,Transport,Individual,LDH,Punjab,2023-02-25 00:00:00,,ACTIVE,0.3976,MCH-2030,0,0,0,1,0,0,0
MCH5622,Solanki and Sons,5942,Books,Individual,Bengaluru,Karnataka,2023-08-13 00:00:00,4391498742,ACTIVE,252.61,MCH5622,0,0,0,0,0,0,0
MCH1812,Om PLC,5812,Restaurants,SOLE-PROPRIETOR,amritsar,Punjab,2024-11-26 18:01:01,,ACTIVE,2079.98,MCH1812,0,0,0,1,0,0,0
MCH8654,Bhavsar-Subramanian,,Grocery,individual,MUMBAI,Maharashtra,2025-12-15 00:00:00,,ACTIVE,714.58,MCH8654,0,0,1,1,0,0,0
MCH5794,Gulati and Sons,5999,Other,PRIVATE_LIMITED,BLR,Karnataka,2024-07-18 15:31:05,,ACTIVE,614.67,mch5794,0,0,0,1,0,0,0
MCH3874,"Dora,DeshpandeandSeth",,phone service,private_limited,Jalandar,Punjab,2024-05-18 00:12:00,XXXX2093,ACTIVE,1119.69,MCH3874,0,0,1,0,0,0,0
MCH9316,Bandi Ltd,5411,kirana,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-08-21 00:00:00,9331997992,ACTIVE,1198.18,MCH9316,0,0,0,0,0,0,0
MCH2830,"Joshi,ChaudhariandToor",5411,Grocery Stores,Individual,Bangalore,Karnataka,2023-04-15 14:55:00,,ACTIVE,0.756,MCH2830,0,0,0,1,0,0,0
MCH4737,"Aurora, Mallick and Dugar",9420,Stationery,INDIVIDUAL,Jalandar,Punjab,2024-08-27 00:00:00,XXXX5003,INACTIVE,0.489,MCH 4737,0,0,0,0,0,0,0
MCH9049,"Badami, Pathak and Murty",5912,Pharmacy,partnership,pune,Maharashtra,2023-10-03 00:00:00,XXXX1304,ACTIVE,-2072.82,MCH9049,1,0,0,0,0,0,0
MCH9529,Dubey Inc,4814,Mobile Recharge,PRIVATE-LIMITED,Pune,Maharashtra,2024-04-26 00:00:00,XXXX3556,ACTIVE,0.1801,MCH9529,0,0,0,0,0,0,0
MCH5652,"Borde, Bhasin and Dua",5411,groceries,INDIVIDUAL,mumbai,Maharashtra,2023-12-10 00:00:00,XXXX7597,ACTIVE,-669.05,MCH5652,1,0,0,0,0,0,0
MCH1334,"KALITA, SARRAF AND BHARDWAJ",5999,Retail Other,individual,Bangalore,Karnataka,2025-09-28 00:00:00,RPOB8162410396498,ACTIVE,1780.83,MCH1334,0,0,0,0,0,0,0
MCH6972,Badal-Kamdar,7011,Hotels,PRIVATE-LIMITED,pune,Maharashtra,2023-12-20 14:49:48,,ACTIVE,1516.57,mch6972,0,0,0,1,0,0,0
MCH1976,"MUTTI, SASTRY AND JHA",5942,Stationery,private_limited,Amritsar,Punjab,2023-04-08 00:00:00,,ACTIVE,2928.73,MCH1976,0,0,0,1,0,0,0
MCH2360,Bhakta-Nazareth,5942,Stationery,Private Limited,JPR,Rajasthan,2024-06-21 00:00:00,,INACTIVE,755.69,MCH2360,0,0,0,1,0,0,0
MCH9531,lad ltd,5411,kirana,PRIVATE-LIMITED,ludhiana,Punjab,2025-12-02 00:00:00,CDSZ2178272638566,SUSPENDED,545.56,MCH 9531,0,0,0,0,0,1,0
MCH5253,Balakrishnan PLC,9120,chemist,sole_proprietor,Mumbai,Maharashtra,2025-07-23 10:23:07,3588777363,ACTIVE,,MCH 5253,0,1,0,0,0,0,0
MCH8138,deol and sons,5812,Food,PARTNERSHIP,chennai,Tamil Nadu,2023-07-23 14:47:00,,ACTIVE,1238.62,MCH8138,0,0,0,1,0,0,0
MCH2836,RAI AND SONS,5912,Pharmacy,PRIVATE-LIMITED,chennai,Tamil Nadu,2024-07-15 12:28:59,XXXX2773,INACTIVE,3262.99,MCH 2836,0,0,0,0,0,0,0
MCH4918,GANESH INC,,Hotel,individual,lucknow,Uttar Pradesh,2023-12-09 00:00:00,XXXX3579,ACTIVE,651.04,MCH4918,0,0,1,0,0,0,0
MCH2169,"Yogi, Bhakta and Suresh",5812,Food,PRIVATE-LIMITED,Hyderabad,Telangana,2023-04-25 08:08:00,XXXX3751,ACTIVE,5225.51,MCH 2169,0,0,0,0,0,0,0
MCH3536,Shankar Group,5942,Books,Partnership,Kolkata,West Bengal,2024-11-03 17:18:07,,ACTIVE,1640.82,mch3536,0,0,0,1,0,0,0
MCH9107,"Devi, Chhabra and Sharaf",6990,garments,sole_proprietor,pune,Maharashtra,2026-02-22 08:24:38,5670845997,ACTIVE,0.637,mch9107,0,0,0,0,0,0,0
MCH2099,Atwal Group,,Apparel,partnership,Bombay,Maharashtra,2025-10-23 20:48:00,XXXX7789,ACTIVE,245.52,MCH2099,0,0,1,0,0,0,0
MCH7556,Hayer-Saini,5942,Books,INDIVIDUAL,Chennai,Tamil Nadu,2024-01-24 20:09:00,,ACTIVE,,MCH 7556,0,1,0,1,0,0,0
MCH1285,hayer plc,5912,Medical,individual,BLR,Karnataka,2023-09-24 07:15:32,,ACTIVE,436.7,MCH1285,0,0,0,1,0,0,0
MCH4729,"Karpe, Dhaliwal and Subramanian",7011,Hotel,partnership,Amritsar,Punjab,2024-01-14 00:00:00,XMOP1907956771131,ACTIVE,2525.97,MCH 4729,0,0,0,0,0,0,0
MCH9088,Bhardwaj-Bala,5999,Miscellaneous,PARTNERSHIP,Madras,Tamil Nadu,2025-06-26 00:00:00,UMVD8641404072198,ACTIVE,0.413,MCH9088,0,0,0,0,0,0,0
MCH4435,"Shere, Jain and Luthra",5999,Retail Other,PRIVATE-LIMITED,Chennai,Tamil Nadu,2024-06-23 00:00:00,PJOC4178398535690,ACTIVE,0.894,MCH4435,0,0,0,0,0,0,0
MCH6024,"Saran, Sinha and Barman",5812,Restaurants,SOLE-PROPRIETOR,Jalandhar,Punjab,2026-01-18 00:39:00,XXXX8830,ACTIVE,1185.95,MCH6024,0,0,0,0,0,0,0
MCH5112,"Agate, Atwal and Yohannan",5311,Department Store,Private Limited,ludhiana,Punjab,2023-06-27 18:52:54,JBYC7644035129509,INACTIVE,669.14,MCH5112,0,0,0,0,0,0,0
MCH9992,Rajagopalan PLC,7011,hotel_lodging,Sole Proprietor,Bengaluru,Karnataka,2024-02-07 00:00:00,5652803993,ACTIVE,577.93,MCH9992,0,0,0,0,0,0,0
MCH4538,Lad Ltd,5699,Fashion,Private Limited,New Delhi,Delhi,2023-12-30 08:20:00,,ACTIVE,449.9,MCH4538,0,0,0,1,0,0,0
MCH8987,Mander LLC,5942,Stationery,PRIVATE-LIMITED,Pune,Maharashtra,2024-02-02 00:00:00,7115831556,ACTIVE,881.75,MCH8987,0,0,0,0,0,0,0
MCH2044,"Upadhyay, Kapoor and Nazareth",7011,Hospitality,Individual,LKO,Uttar Pradesh,2023-01-02 00:58:55,3913922043,ACTIVE,368.05,MCH-2044,0,0,0,0,0,0,0
MCH5414,bhandari ltd,7011,Hotel,PRIVATE_LIMITED,DELHI,Delhi,2025-03-26 00:00:00,VQLO7234241275182,ACTIVE,155.88,MCH5414,0,0,0,0,0,0,0
MCH8546,jani plc,5311,Department Store,Partnership,Calcutta,West Bengal,2024-09-21 00:00:00,,ACTIVE,1691.74,MCH8546,0,0,0,1,0,0,0
MCH7773,Nath-Parikh,5699,garments,individual,JPR,Rajasthan,2025-09-08 12:42:00,XXXX0128,ACTIVE,544.16,MCH 7773,0,0,0,0,0,0,0
MCH5171,"pandya, bawa and kibe",4131,Transportation,Partnership,JPR,Rajasthan,2024-11-18 00:00:00,XXXX5385,ACTIVE,1895.53,MCH5171,0,0,0,0,0,0,0
MCH7631,Chawla-Ganesh,4131,TRAVEL,Individual,Pune,Maharashtra,2023-07-12 00:00:00,1532003029,ACTIVE,6757.26,MCH7631,0,0,0,0,0,0,0
MCH7902,deol inc,4131,Bus/Taxi,PARTNERSHIP,Ludhiana,Punjab,2025-05-07 00:00:00,,ACTIVE,-2892.53,MCH7902,1,0,0,1,0,0,0
MCH4136,SEHGAL PLC,5699,garments,PARTNERSHIP,MUMBAI,Maharashtra,2024-07-30 00:00:00,,ACTIVE,2564.97,MCH4136,0,0,0,1,0,0,0
MCH4790,date plc,,Hotel,Individual,amritsar,Punjab,2025-12-11 10:11:45,XXXX3526,SUSPENDED,0.199,MCH4790,0,0,1,0,0,1,0
MCH2035,HORA-GROVER,4131,Transportation,Sole Proprietor,New Delhi,Delhi,2026-01-07 09:43:17,,ACTIVE,212.97,MCH2035,0,0,0,1,0,0,0
MCH7806,"Sahni, Bhavsar and Kaul",,Transport,private_limited,HYDERABAD,Telangana,2023-04-17 00:00:00,XXXX2487,ACTIVE,1046.19,MCH7806,0,0,1,0,0,0,0
MCH7993,Garde Inc,4814,TELECOM,partnership,Kolkata,West Bengal,2023-04-23 00:00:00,4099690978,ACTIVE,0.1024,MCH7993,0,0,0,0,0,0,0
MCH5551,Narain-Goda,5699,Fashion,Private Limited,mumbai,Maharashtra,2026-01-09 00:00:00,,ACTIVE,817.05,MCH5551,0,0,0,1,0,0,0
MCH6776,"Bhat, Hans and Maharaj",5812,Food,individual,Ludhiana,Punjab,2024-09-17 21:52:50,XXXX5302,INACTIVE,0.699,MCH-6776,0,0,0,0,0,0,0
5984,acharya-badal,5999,other,Sole Proprietor,kolkata,West Bengal,2023-01-03 00:00:00,,INACTIVE,0.515,5984,0,0,0,1,0,0,0
MCH3885,Thakur Inc,4131,transprt,Private Limited,Madras,Tamil Nadu,,8680968188,ACTIVE,618.81,MCH3885,0,0,0,0,1,0,0
MCH4577,"Atwal, Sura and Bhatti",5812,restaurant,PARTNERSHIP,Hyd,Telangana,2026-01-03 18:58:00,PWDW0230553443063,SUSPENDED,316.9,MCH4577,0,0,0,0,0,1,0
MCH1710,"Tara, Dash and Pau",9120,Pharmacies,PARTNERSHIP,lucknow,Uttar Pradesh,2026-02-26 00:00:00,,ACTIVE,804.19,mch1710,0,0,0,1,0,0,0
MCH3956,Kota Ltd,5311,Department Store,PRIVATE_LIMITED,HYDERABAD,Telangana,2023-11-14 00:00:00,,ACTIVE,656.81,MCH3956,0,0,0,1,0,0,0
MCH2205,narayan plc,4131,Bus/Taxi,Partnership,HYDERABAD,Telangana,2023-03-16 14:24:12,,ACTIVE,2136.03,MCH2205,0,0,0,1,0,0,0
MCH4540,Nadig LLC,5699,garments,PARTNERSHIP,MUMBAI,Maharashtra,2024-02-03 18:04:00,,ACTIVE,0.7331,mch4540,0,0,0,1,0,0,0
MCH4089,Mistry and Sons,4110,GROCERY_STORE,sole_proprietor,MUMBAI,Maharashtra,2024-07-20 00:00:00,FZNP2052339077080,ACTIVE,1563.22,mch4089,0,0,0,0,0,0,0
MCH8220,sarkar plc,4110,kirana,Private Limited,Poona,Maharashtra,2024-06-11 00:00:00,,ACTIVE,142.34,MCH 8220,0,0,0,1,0,0,0
MCH2993,"Dube, Yadav and Konda",5942,Stationery,Individual,Jaipur,Rajasthan,2025-07-14 00:00:00,WWQW1736251351915,ACTIVE,2422.76,MCH2993,0,0,0,0,0,0,0
MCH6061,Kaur LLC,5912,Medical,INDIVIDUAL,Chennai,Tamil Nadu,2025-12-20 00:00:00,PCHM7779378281911,ACTIVE,1323.16,mch6061,0,0,0,0,0,0,0
MCH5847,"Kar, Gupta and Choudhry",7011,HOTEL_LODGING,Sole Proprietor,Kolkata,West Bengal,2023-05-20 00:00:00,8964900216,ACTIVE,-4487.3,MCH5847,1,0,0,0,0,0,0
MCH7439,Jayaraman PLC,0110,Hospitality,private_limited,kolkata,West Bengal,2024-04-07 13:32:00,,ACTIVE,7697.49,mch7439,0,0,0,1,0,0,0
MCH9977,Mohanty-Desai,4814,Telecom,SOLE_PROPRIETOR,Mumbai,Maharashtra,2023-02-13 00:00:00,0069594001,ACTIVE,845.52,MCH9977,0,0,0,0,0,0,0
MCH5777,Dubey and Sons,5999,Retail Other,Individual,Bangalore,Karnataka,2025-12-01 19:34:00,,INACTIVE,4320.83,MCH5777,0,0,0,1,0,0,0
MCH1856,Baria-Balay,5311,DEPT_STORE,sole_proprietor,Lucknow,Uttar Pradesh,2023-12-26 15:21:00,XXXX1618,ACTIVE,2071.73,MCH1856,0,0,0,0,0,0,0
MCH6223,Ramanathan-Dhingra,4131,TRAVEL,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-03-10 00:00:00,4296850394,ACTIVE,0.306,MCH6223,0,0,0,0,0,0,0
MCH1816,Kohli-Hans,7011,HOTEL_LODGING,INDIVIDUAL,Kolkata,West Bengal,2025-01-22 00:00:00,,ACTIVE,0.487,MCH1816,0,0,0,1,0,0,0
MCH8527,Tella-Mani,5912,Pharmacy,Partnership,LDH,Punjab,2025-11-09 00:00:00,,ACTIVE,,MCH8527,0,1,0,1,0,0,0
MCH1304,sama ltd,5912,MEDICAL_STORE,INDIVIDUAL,bengaluru,Karnataka,2024-02-27 00:00:00,9710613459,ACTIVE,4095.57,mch1304,0,0,0,0,0,0,0
MCH9279,Choudhury LLC,5411,Grocery Stores,SOLE_PROPRIETOR,Kolkata,West Bengal,2024-11-18 00:00:00,0970198759,ACTIVE,644.81,MCH9279,0,0,0,0,0,0,0
MCH3037,Gokhale PLC,5411,grocery,PARTNERSHIP,Calcutta,West Bengal,2024-12-13 00:00:00,XXXX1304,HOLD,1146.48,MCH3037,0,0,0,0,0,0,0
MCH8876,Narayanan and Sons,5942,Stationery,Individual,BLR,Karnataka,2025-10-12 00:00:00,XXXX5207,INACTIVE,2065.28,MCH8876,0,0,0,0,0,0,0
MCH1599,RASTOGI-KUMER,5311,Department Store,PARTNERSHIP,jalandhar,Punjab,2025-12-25 00:00:00,EEOR2299289390848,ACTIVE,361.82,MCH1599,0,0,0,0,0,0,0
MCH5823,Sen LLC,4814,phone service,sole_proprietor,pune,Maharashtra,2024-08-30 01:05:00,,ACTIVE,7119.48,MCH5823,0,0,0,1,0,0,0
MCH9847,"Krish, Rau and Parsa",5999,Retail Other,Private Limited,kolkata,West Bengal,2024-12-26 00:00:00,,ACTIVE,1027.86,MCH-9847,0,0,0,1,0,0,0
